name,fans,fave,tags,vote
1223911-Could+you+tell-na-kd-dress,31856,84 favorites,"['Chic', 'Picnic', 'summer']",281 votes
1099879-Gridded+Sunlight-black-rain-booties-dav-boots-burnt-orange-stripes-forever-21-dress,1736,74 favorites,"['Chic', 'Brunch', 'spring']",393 votes
1056823-Up+To+The+Moon+We+Go-ebay-boots-forever-21-dress-ebay-shorts,72,31 favorites,"['Chic', 'Casual Party', 'Summer']",233 votes
1051537-The+Sophisticated+Simplicity+Of+A+Shirtdress-red-gap-dress-ivory-etienne-aigner-bag-orange-swg-sunglasses,125,76 favorites,"['Elegant', 'Brunch', 'summer']",372 votes
1018957-Peplum+Hem-mango-jacket-asos-dress-rebecca-minkoff-bag-sam-edelman-sandals,268,82 favorites,"['Chic', 'Dinner Party', 'Summer']",372 votes
1180275-Fairy+in+the+city-green-pl-dress,29687,54 favorites,"['Bohemian', 'Other', 'Summer']",261 votes
991977-Bold+Timeless-black-clutch-oasap-bag-ruby-red-worn-as-a-shirt-oasap-dress,1033,61 favorites,"['Retro', 'Brunch', 'winter', 'bold  timeless']",375 votes
1041033-Im+blue-celebindress-dress,31856,40 favorites,"['Chic', 'Blind Date', 'summer']",305 votes
962489-Last+Days+For+Beachwear-trina-turk-dress-burberry-swimwear-dolce-vita-sandals,341,74 favorites,"['Trendy', 'Beach', 'summer']",368 votes
1086966-New+Year%60s+Eve-teal-sequined-new-yorker-dress,293,55 favorites,"['Chic', 'Holiday Party', 'winter']",365 votes
1042941-Grunge+Maxis-black-wide-brim-urban-outfitters-hat,213,49 favorites,"['Bohemian', 'Cocktail', 'summer']",269 votes
1090040-NEW+YEAR%60S+OUTFIT-black-chicwish-dress,469,62 favorites,"['Classic', 'Holiday Party', 'winter']",326 votes
1048412-Piol+Piol-piol-dress-dress-ray-ban-sunglasses-gojane-heels,114,43 favorites,"['Elegant', 'Dinner Party', 'summer']",225 votes
1009548-+daisies-flower-black-h-m-dress,14,73 favorites,"['Casual', 'Everyday', 'Summer']",358 votes
1013705-Black+and+White+for+Easter+Sunday-loveady-dress-forever-21-blazer-urban-expression-bag-cathy-jean-sandals,25,60 favorites,"['Chic', 'Romantic Dinner', 'spring']",301 votes
1035983-black+dress+or+big+t+shirt-black-second-hand-c-a-dress-black-parfois-bag-black-parfois-heels,402,73 favorites,"['Basic', 'Fashion Show', 'summer']",371 votes
1009618-Touch+of+Boho-isabel-marant-vest-zara-dress,274,65 favorites,"['Classic', 'Fashion Show', 'spring']",377 votes
1061093-Sheer+Lace-black-wild-heart-dress,652,53 favorites,"['Bohemian', 'Beach', 'summer']",344 votes
1061946-ADRIFT-black-c-a-bag-white-missguided-dress-black-h-m-heels,366,67 favorites,"['Chic', 'Dinner Date', 'summer']",346 votes
1028851-prom-nife-dress,101,45 favorites,"['Classic', 'Prom', 'spring']",319 votes
1193653-Grocery+Philip+Lim-aquamarine-silk-31-phillip-lim-dress,29687,0 favorites,"['Romantic', 'Other', 'Summer']",104 votes
1074564-WONDER+WOMAN-ruby-red-stars-wonder-woman-dress,7452,68 favorites,"['Business Casual', 'Company Event', 'fall']",356 votes
1072647-Deer+in+the+Headlights-black-the-whitepepper-dress-gray-the-whitepepper-hat,852,71 favorites,"['Chic', 'Shopping', 'fall']",309 votes
1067668-Shoot+the+moon-blue-prada-sunglasses-black-knit-dress-sky-blue-acid-wash-vintage-jacket,29687,65 favorites,"['Comfortable', 'Everyday', 'fall']",369 votes
1128292-Light+Blue-dresslink-dress,31856,49 favorites,"['Elegant', 'Wedding', 'summer']",397 votes
1024081-Summer+Time+Vibes-black-greecian-sheinside-dress,826,67 favorites,"['Bohemian', 'Lunch Date', 'summer']",342 votes
977451-straight+slant-gray-marsell-boots-gray-enza-costa-dress-army-green-junya-watanabe-jacket,3168,53 favorites,"['Urban', 'Lunch Date', 'winter']",316 votes
963111-Modern+Velvet-sheer-velvet-ann-taylor-dress,84,143 favorites,"['Chic', 'Cocktail', 'Summer']",495 votes
1129768-Sunset+in+Cassis-brown-asos-hat-ivory-free-people-dress-dark-brown-layer-boots-sandals,1640,79 favorites,"['Bohemian', 'Everyday', 'summer']",364 votes
966768-Armani+at+Christmas-red-silk-vintage-emporio-armani-jacket-cream-arden-b-dress-black-vintage-bag,216,60 favorites,"['60s', 'Other', 'fall']",321 votes
1057130-Smart+Layers-blue-denim-jacket-levis-jacket-camel-faux-leather-steve-madden-shoes,841,41 favorites,"['Casual', 'Brunch', 'summer']",261 votes
1089854-Peplum+Wool-black-peplum-wool-collectif-jacket-purple-stop-staring-dress,1033,68 favorites,"['50s', 'Everyday', 'winter', 'vintage']",380 votes
1143558-Legs+out-menbur-boots-sheinside-dress-christian-dior-sunglasses,1465,94 favorites,"['Elegant', 'Cocktail', 'fall']",394 votes
1034121-Relaxed+Dress-navy-yesimfrench-bag-green-front-row-shop-dress-black-zappos-sandals,16077,82 favorites,"['Comfortable', 'Dinner Date', 'Summer']",382 votes
1044602-Green+and+blue-tibi-dress-zara-hat-angel-jackson-bag-cuple-flats,101,65 favorites,"['Urban', 'Everyday', 'summer']",316 votes
1129916-Out+On+The+Prairie-beige-urban-outfitters-hat-white-ann-taylor-dress-black-nordstrom-wedges,449,53 favorites,"['Casual', 'Everyday', 'summer']",367 votes
1099112-BLUE+VANILLA-deep-purple-wool-blue-vanilla-dress-black-leather-new-look-boots,339,94 favorites,"['Classic', 'Brunch', 'winter']",358 votes
1081558-Beneath+the+Rose-ivory-moikana-dress,18061,69 favorites,"['Outdoor', 'Birthday', 'spring']",367 votes
1145540-How+to+wear+neutral+colors+in+winter-neutral-sarah-lai-coat-coral-forever-21-dress-neutral-nina-heels,16077,79 favorites,"['Elegant', 'Brunch', 'Summer', 'beige']",356 votes
1029762-Pretty+ish-choies-dress-choies-skirt,105,1 favorite,"['Comfortable', 'Birthday', 'summer']",62 votes
1000503-Nifty+50s-heather-gray-vintage-dress-black-august-millinery-hat-black-vintage-purse,157,5 favorites,"['50s', 'Dinner Date', 'spring']",58 votes
1161296-The+Fishtail+Maxi-icing-bracelet-silver-shoedazzle-shoes-forest-green-asos-dress,1340,37 favorites,"['Elegant', 'Prom', 'Summer', 'prom']",259 votes
973645-Glam+in+Blush+and+Faux+Fur-light-pink-cocktail-allen-schwartz-dress-brown-vintage-coat,502,71 favorites,"['Elegant', 'Dinner Party', 'fall']",350 votes
1150855-Dressed+in+White-white-virgos-lounge-dress-silver-charlotte-russe-shoes,1340,75 favorites,"['Elegant', 'Everyday', 'Summer']",306 votes
1065171-picnicky-red-vintage-from-etsy-dress-navy-thrifted-cardigan,5578,67 favorites,"['Vintage', 'Picnic', 'fall']",290 votes
1075261-Friends+Like+Family-bubble-gum-styligion-dress-black-butterfly-twists-flats,20444,84 favorites,"['Casual', 'Everyday', 'summer']",436 votes
1127088-Taos+Pueblo+an+Indian+Village-tawny-air-step-boots-tawny-mister-zimi-dress-beige-topshop-hat,1640,16 favorites,"['70s', 'Everyday', 'spring']",216 votes
1108906-Hello+Crinoline-clutch-sling-calvin-klein-bag-short-waist-tie-shruti-s-dress,29,65 favorites,"['Chic', 'Everyday', 'summer', 'indian designer', 'crinoline', 'indian']",365 votes
980989-VAMP+LIFE-shoedazzle-shoedazzle-boots-tight-vintage-dress-shaw-vintage-cape,79,64 favorites,"['Goth', 'Everyday', 'winter']",292 votes
1128523-White+Silence-white-viber-dress,18061,84 favorites,"['Chic', 'Everyday', 'spring']",397 votes
1024995-sage+spring-tawny-wolverine-boots-ivory-kintage-dress-black-target-tights,27916,80 favorites,"['Casual', 'Everyday', 'spring']",359 votes
1130284-Muted+Citrus-asos-dress-balenciaga-bag-prada-sunglasses-manolo-blahnik-heels,280,59 favorites,"['Chic', 'Dinner Date', 'summer']",329 votes
1065061-Amuse+Ment-dress-pepaloves-dress,791,35 favorites,"['60s', 'Amusement Park', 'Summer']",277 votes
1044124-green+leaves-topshop-dress-topshop-heels,15454,59 favorites,"['Bohemian', 'Vacation', 'summer']",315 votes
1078740-Plaid+Dress+Style-white-romwe-bag-brick-red-romwe-dress-black-forever-21-jacket,16077,52 favorites,"['Chic', 'Going Out With Friends', 'Summer']",364 votes
957472-Porcelain+Dolls-cotton-jones-and-jones-dress,62,42 favorites,"['Vintage', 'Anniversary', 'fall']",380 votes
1020531-There+is+no+friend+as+loyal+as+a+book-zoe-baer-dress,157,65 favorites,"['Retro', 'Romantic Dinner', 'spring']",327 votes
1013175-Hey+Honey+take+a+Walk+on+the+Wide+side-romwe-shoes-honey-print-oasap-dress-romwe-hat-zerouv-sunglasses,4357,128 favorites,"['Natural', 'Everyday', 'spring']",462 votes
1161484-PINSTRIPED+SHIRTDRESS-celine-sunglasses-acne-dress-celine-sneakers,13864,61 favorites,"['Casual', 'Everyday', 'Summer']",353 votes
1010056-sweater+dress-charming-char-lies-dress,62,58 favorites,"['80s', 'Anniversary', 'summer']",230 votes
1086771-holiday+dressed-lace-lover-dress-bucket-mansur-gavriel-bag-tweed-isabel-marant-heels,252,67 favorites,"['Elegant', 'Holiday Party', 'fall']",376 votes
1029692-Lady+in+Lace-nude-new-look-heels-beige-sheinside-dress-light-pink-primark-bag,82,51 favorites,"['Romantic', 'Theatre/Opera/Symphony', 'summer']",389 votes
1152271-Orchid+Mist+Maggy+London+X+Elizabeth+Keene-periwinkle-maggy-london-dress,1340,67 favorites,"['Classic', 'Other', 'Summer']",382 votes
1126075-Blog+Anniversary+Giveaway-charlotte-russe-dress,112,59 favorites,"['Classic', 'Dinner Date', 'summer']",297 votes
1071574-Red+is+Fab-dress-accessories-pumps,2,45 favorites,"['Chic', 'Casual Party', 'Summer']",200 votes
1033161-Studs+Roses-teal-peep-toe-christian-louboutin-heels-hot-pink-moulinette-soeurs-dress,57,52 favorites,"['Romantic', 'Dinner Party', 'summer']",328 votes
1078405-Gypsy+Soul-brown-fringe-noa-elle-dress,27479,76 favorites,"['Bohemian', 'Everyday', 'Summer']",362 votes
942410-Coffee+break-black-armani-exchange-blazer-silver-udobuy-dress-black-choies-bag,21610,77 favorites,"['Chic', 'Blind Date', 'fall']",343 votes
954292-elegant+dress-elegant-new-look-dress-boucle-orsay-jacket,476,55 favorites,"['Classic', 'Fashion Show', 'fall']",277 votes
1076551-C+O+A+L+I+T+I+O+N-forever-21-blazer-sam-edelman-boots-high-low-forever-21-dress,22,65 favorites,"['Trendy', 'Fashion Show', 'fall']",333 votes
1056744-Simple+black+dress-h-m-dress,252,22 favorites,"['Casual', 'Lunch Date', 'summer']",163 votes
957272-Autumn+Daze-cropped-forever-21-sweater-shift-dress-forever-21-dress,79,61 favorites,"['Chic', 'Everyday', 'fall']",234 votes
976800-Envelope+Bag-light-pink-leather-bag-givenchy-bag-white-collar-sheinside-dress,332,59 favorites,"['Trendy', 'Art Opening', 'winter']",231 votes
1085928-The+Sweater+Tunic-heather-gray-sweater-deb-dress-black-over-the-knee-amiclubwear-boots,1127,73 favorites,"['Casual', 'Lunch Date', 'winter']",333 votes
966214-Casual+Glamour-black-backpack-la-poule-noire-bag-tan-tie-dye-maxi-zara-dress,213,52 favorites,"['Eclectic', 'Everyday', 'winter']",305 votes
1024189-Take+The+World-red-chanel-bag-bronze-steve-madden-shoes-charcoal-gray-h-m-dress,772,102 favorites,"['Casual', 'Everyday', 'summer']",398 votes
1072596-Youre+no+better+off+living+your+life+and+dreaming+at+night-heather-gray-urban-outfitters-dress,1801,59 favorites,"['60s', 'Everyday', 'fall']",359 votes
1143091-MOCK+NECK-chambray-shirt-bella-dahl-shirt-otk-boots-zara-boots,250,66 favorites,"['Chic', 'Everyday', 'fall']",374 votes
1052601-The+Ebb+and+Flow-blue-before-twelve-dress-black-zara-hat-black-emilio-pucci-bag,8113,69 favorites,"['Trendy', 'Beach', 'summer']",345 votes
1077880-Reverie-heather-gray-reverie-dress-heather-gray-brian-atwood-boots,20663,59 favorites,"['Chic', 'Dinner Date', 'fall']",377 votes
961614-Tinsel+Love+%E2%80%93+Holiday+Series+Pt+3+French+Connection+x+Inspirafashion-black-glitter-whisper-french-connection-dress-gold-clutch-dsw-bag,14193,53 favorites,"['Romantic', 'Dinner Date', 'winter', 'dinner date']",387 votes
1060476-Summers+Flower-tan-thrifted-dress-dark-brown-thrifted-hat-red-thrifted-flats,374,62 favorites,"['Basic', 'Everyday', 'summer']",322 votes
1184755-Prada-black-custom-made-dress-mustard-zara-purse-blue-prada-heels,29687,72 favorites,"['Chic', 'Work', 'Summer']",353 votes
1000576-Oversized+Day-forest-green-hat-black-topshop-dress-sky-blue-boyfriend-jeans-thrifted-jeans,30,62 favorites,"['Chic', 'School', 'Summer']",331 votes
1133160-Denim+Dress-navy-denim-forever-21-dress-silver-loafers-forever-21-shoes,2092,54 favorites,"['Casual', 'Everyday', 'fall']",340 votes
1202992-pumpkin+spice-burnt-orange-lulus-dress,862,2 favorites,"['Bohemian', 'Dinner Date', 'summer']",114 votes
1035247-Walk+the+Plank-black-chloe-sunglasses-light-yellow-feminine-lily-black-dress,502,15 favorites,"['Trendy', 'Traveling', 'summer']",179 votes
1040368-Tulip+Hem-panama-h-m-hat-old-navy-boots-zara-dress-h-m-jacket,727,65 favorites,"['Comfortable', 'Everyday', 'summer']",315 votes
1164240-Blue+silk-jollychic-dress,31856,2 favorites,"['Chic', 'Brunch', 'summer']",121 votes
1052498-Aztec+Summer+Dress-black-bcbg-runway-dress,175,79 favorites,"['Chic', 'Lunch Date', 'summer']",370 votes
1166986-AC+DC+TShirt-zara-shoes-zara-dress-primark-shirt,1173,54 favorites,"['Casual', 'Shopping', 'summer']",224 votes
947195-Feeling+neutral-only-dress-louis-vuitton-bag,21,61 favorites,"['Bohemian', 'Art Opening', 'summer']",354 votes
1022517-Weirdo-black-mart-of-china-dress-crimson-massimo-dutti-hat-blue-e-bay-sunglasses,15788,54 favorites,"['Bohemian', 'Music Concert', 'spring', 'fashion']",380 votes
1089525-Maxi+burgundy-ruby-red-sheinside-dress-black-h-m-scarf,4921,93 favorites,"['Elegant', 'Formal', 'winter', 'dress']",428 votes
961376-petal-blue-three-floor-dress,4975,52 favorites,"['Eclectic', 'Everyday', 'summer', 'short dress']",368 votes
1055845-Te+veo-zara-dress,149,36 favorites,"['70s', 'Dinner Party', 'summer']",188 votes
1040586-Paisley+Feathers-bubble-gum-romwe-dress,409,22 favorites,"['Bohemian', 'Brunch', 'summer']",92 votes
957000-WEIRD+VIBES-forever-21-boots-nasty-gal-dress-h-m-jacket,209,60 favorites,"['Trendy', 'Birthday', 'fall']",342 votes
1072663-Under+Control-celebindress-dress,31856,52 favorites,"['Chic', 'Blind Date', 'fall']",333 votes
1152613-GREEN+MAXI+DRESS-teal-asos-dress,786,55 favorites,"['70s', 'Holiday Party', 'winter']",302 votes
1117640-No+me+dejes+sola-style-moi-dress,31856,61 favorites,"['Chic', 'Blind Date', 'spring']",348 votes
955327-OVERSIZED+TARTAN+DRESS-black-chelsea-asos-boots-green-daisy-street-dress,313,45 favorites,"['Trendy', 'Everyday', 'fall']",245 votes
982681-Pineapples-aj-store-jacket-asos-boots-aj-store-dress-vintage-sling-aj-store-bag,310,68 favorites,"['Bohemian', 'Music Concert', 'summer']",363 votes
952842-Floral+Mini-charcoal-gray-jcrew-cardigan-black-vintage-floral-dress-burnt-orange-purse,929,63 favorites,"['80s', 'Lunch Date', 'fall']",387 votes
1142240-Travel+OOTD+San+Francisco-black-aqua-pillar-sandals-light-purple-forever-21-dress,16077,42 favorites,"['Comfortable', 'Traveling', 'Summer']",295 votes
1177371-Bodycon+dress-h-m-shoes-h-m-dress,1173,57 favorites,"['Chic', 'First Date', 'fall']",219 votes
1058951-The+perfect+striped+dress-blue-oasap-dress-black-h-m-sunglasses,87,60 favorites,"['Vintage', 'Anniversary', 'summer']",365 votes
941809-Boho-crimson-h-by-hudson-boots-crimson-only-dress-dark-brown-american-apparel-hat,1640,70 favorites,"['Bohemian', 'Everyday', 'fall']",381 votes
1165799-La+Invitada+Perfecta-el-corte-ingles-dress-itshoes-heels,1465,87 favorites,"['Romantic', 'Wedding', 'summer']",346 votes
1047250-Thinking+Think+Think-dress-thera-clothing-dress,791,67 favorites,"['60s', 'Art Opening', 'Summer']",378 votes
976767-Summer+Dreams-salmon-asoscom-dress-brown-vintage-boots-forest-green-asoscom-hat,43,32 favorites,"['60s', 'First Date', 'spring']",178 votes
1062574-Printed+Slipdress-printed-nordstrom-dress-fucsia-furla-bag-stuart-weitzman-sandals,11417,74 favorites,"['Chic', 'Cocktail', 'summer']",375 votes
1151875-What+I+Wore+Australia+Day-hot-pink-beginning-boutique-dress-off-white-airlie-ace-of-something-hat,310,14 favorites,"['Comfortable', 'BBQ Party', 'summer']",178 votes
940712-corduroy+smock+dress-asos-dress,2764,86 favorites,"['60s', 'Everyday', 'fall']",370 votes
1003926-Love+will+take+you-sheinside-dress-sammydress-hat,248,60 favorites,"['Vintage', 'Cocktail', 'summer']",411 votes
1049245-True+Love-turquoise-blue-mondabelle-dress,18061,70 favorites,"['Casual', 'Everyday', 'spring']",416 votes
959148-Pink+Point-purple-bluheaven-dress-hot-pink-narciso-rodriguez-coat-black-fabi-heels,110,58 favorites,"['Bohemian', 'Dinner Date', 'fall', 'radiant orchid']",302 votes
1064888-Punk+rock-h-m-dress,678,45 favorites,"['Rocker', 'Lunch Date', 'fall']",276 votes
1156514-The+Fit+and+Flare-white-chevron-print-target-dress,42,69 favorites,"['Comfortable', 'Everyday', 'Summer']",364 votes
1115574-Road+Side-ruby-red-dress-queen-shop-dress,27479,21 favorites,"['Kipling Make Happy', 'Other', 'Summer', 'legal']",213 votes
946966-I+am+not+young+but+I+feel+young-gold-no-name-dress,12,47 favorites,"['Elegant', 'Birthday', 'summer']",271 votes
1052847-Racey+Lacey-pink-heart-h-m-bag-black-silk-lulu-yasmine-dress-shiny-nude-zara-heels,426,62 favorites,"['Chic', 'Birthday', 'summer']",346 votes
1039960-Rainbow+dress-white-heels-shoes-bubble-gum-printed-accessorize-dress-silver-harem-pants,48,57 favorites,"['Eclectic', 'Other', 'Summer']",388 votes
1054577-050614-brick-red-plaid-persunmall-dress-black-backpack-emoda-bag,7771,61 favorites,"['Preppy', 'Everyday', 'fall']",382 votes
1035771-green+Simply+Willow+necklace-green-opal-simply-willow-necklace-navy-flare-forever-21-dress,1736,78 favorites,"['Chic', 'Other', 'Summer']",397 votes
961941-JESSICA+LUXE+x+DELICATE+BONES-black-lip-service-dress-light-blue-suspenders-black-milk-clothing-leggings,499,76 favorites,"['Trendy', 'Photo Shoot', 'fall']",389 votes
1116948-Oversized+T+Shirt+Dress-black-bdg-dress-black-sophie-hulme-bag,4817,47 favorites,"['Chic', 'Brunch', 'Summer']",236 votes
1162437-Le+boho-chicwish-dress,31856,84 favorites,"['Bohemian', 'Picnic', 'spring']",382 votes
1044620-SHIRT+DRESS-shirt-front-row-shop-dress-balenciaga-bag-asos-sunglasses,13864,74 favorites,"['Casual', 'Everyday', 'summer', 'babydoll']",389 votes
981965-Black+Dress+Blazer-jigott-blazer-baldinini-taend-boots-white-house-black-market-dress,155,54 favorites,"['Chic', 'Everyday', 'Summer']",278 votes
965160-Floral+Radiance-black-prima-donna-boots-black-crossroads-trading-dress-brick-red-h-m-hat,14193,56 favorites,"['Urban', 'Casual Party', 'winter', 'floral jacket']",332 votes
1126904-Myne+Heidi+Dress-harem-dress-myne-dress-choker-necklace-glimmer-lane-necklace-necklace,59,92 favorites,"['Chic', 'Cocktail', 'summer']",381 votes
1070110-til+it+crumbles-maroon-monki-dress-black-chanel-heels,14925,85 favorites,"['Urban', 'Everyday', 'fall']",437 votes
1016867-Peridot-black-leather-yesstyle-boots-olive-green-floral-vintage-dress,151,56 favorites,"['Vintage', 'Music Concert', 'spring']",352 votes
1087755-Black-black-altuzarra-for-target-shoes-black-zara-dress-black-chanel-bag,7389,81 favorites,"['Sexy', ""Farmer's Market"", 'fall']",361 votes
952958-black+Chanel+sunglasses-black-all-saints-dress-black-chanel-sunglasses-black-miu-miu-heels,28,61 favorites,"['Elegant', 'Other', 'Summer']",342 votes
945324-Outcasts-wholesale7-dress,31856,54 favorites,"['Vintage', 'Brunch', 'fall']",351 votes
1018357-bosbloggers-ivory-anthropologie-dress-sky-blue-h-m-jacket-brown-thrifted-scarf,4668,71 favorites,"['Chic', 'Everyday', 'spring']",368 votes
940519-Dont+let+the+sun+go+down+on+me-oarry-dress,31856,57 favorites,"['Elegant', 'Wedding', 'fall']",333 votes
1161624-Wrap+dress-h-m-shoes-h-m-trend-dress,1173,31 favorites,"['Chic', 'Dinner Date', 'spring']",332 votes
1101112-Believe+in+yourself-carrot-orange-poncho-rosel-dress,27479,70 favorites,"['Bohemian', 'Brunch', 'Summer']",405 votes
1039611-seashells+by+the+seashore-white-dress-purple-modcloth-shoes-tan-thrifted-basket-purse,696,51 favorites,"['Vintage', 'Everyday', 'summer']",269 votes
1077607-Overknees+Fake+Fur-light-pink-h-m-jacket-heather-gray-duo-boots-boots-blue-h-m-dress,409,82 favorites,"['Bohemian', 'Fashion Show', 'fall']",347 votes
984878-Playing+With+The+Unknown-black-basic-h-m-dress-black-leather-jacket-zara-jacket,355,28 favorites,"['Urban', 'First Date', 'spring']",176 votes
961321-Darling+Harbor-ruby-red-inlovewithfashion-dress,20444,168 favorites,"['Chic', 'Formal', 'fall', 'red dress']",585 votes
1151361-Red+dress-romwe-dress,105,0 favorites,"['Elegant', 'Wedding', 'winter']",66 votes
969074-Cold+Morning-black-forever-21-jacket-dark-brown-leather-tory-burch-boots,490,71 favorites,"['Chic', 'Work', 'winter']",357 votes
1015244-Spring+2014-black-sandro-dress-black-the-kooples-jacket-black-chanel-bag,1921,70 favorites,"['Classic', 'Everyday', 'spring', 'blask']",351 votes
1132299-Floral+Fifties-karina-dresses-dress,7135,54 favorites,"['50s', 'Birthday', 'Summer']",311 votes
968443-Summer+2014-yellow-dress,1943,95 favorites,"['Chic', 'Cocktail', 'summer']",434 votes
959073-Snow+White-white-knitted-everbuying-hat-tan-tutu-everbuying-dress,326,71 favorites,"['Chic', 'Birthday', 'winter']",360 votes
949553-DRESS+NICOLASA+MINT-light-blue-pepaloves-dress,296,33 favorites,"['Vintage', 'Going Out With Friends', 'fall']",232 votes
1119106-Maxi+Dress-black-saint-laurent-bag-charcoal-gray-t-by-alexander-wang-dress,1921,51 favorites,"['Classic', 'Everyday', 'spring']",298 votes
959707-Holiday+Cobalt-red-lipstick-nars-accessories-blue-cobalt-bodycon-charlotte-russe-dress,1033,69 favorites,"['Retro', 'Holiday Party', 'winter']",408 votes
984249-My+lovely+coat-front-row-shop-coat-zara-dress-lollipops-bag,127,76 favorites,"['Elegant', 'Photo Shoot', 'winter']",320 votes
1161373-The+Carrie+Midi-icing-necklace-white-zara-shoes-salmon-maggy-london-dress,1340,90 favorites,"['Classic', 'Everyday', 'Summer']",377 votes
1060922-Gia-deep-purple-sequins-virgos-lounge-dress,2838,72 favorites,"['Elegant', 'Wedding', 'spring']",376 votes
1034905-Fiore+Bianco-white-chicwish-dress-gold-river-island-earrings-white-new-look-sandals,1292,52 favorites,"['Elegant', 'Prom', 'summer', 'dolce gabbana', 'wedding dress']",251 votes
1130985-The+Pink+Wall-white-lace-t-mart-dress-bubble-gum-bow-sheinside-heels,296,26 favorites,"['Classic', 'Bachelorette Party', 'summer']",183 votes
1182695-Green+please-green-zara-dress-white-burberry-sneakers,29687,48 favorites,"['Sneaker', 'Work', 'Summer']",260 votes
1153099-Paradise-shein-jacket-hedonia-dress,31856,78 favorites,"['Chic', 'Blind Date', 'winter']",372 votes
1163017-No+air-shein-dress,31856,77 favorites,"['Bohemian', 'Music Concert', 'spring']",372 votes
1115349-blooming+blossoms-pink-modcloth-dress-mustard-agar-cardigan-light-pink-bc-footwear-wedges,27916,48 favorites,"['Romantic', 'Everyday', 'spring']",291 votes
1086226-Bright+winter-bolshoi84-dress,323,75 favorites,"['Casual', 'Art Opening', 'winter']",292 votes
998689-Dinner+at+Ramsays-black-lbd-lulus-dress,1033,30 favorites,"['Elegant', 'Dinner Date', 'spring', 'dinner at ramsays']",145 votes
1080544-Tartan-red-tartan-voodoo-vixen-dress-black-vintage-scarf-black-leather-old-bag,1033,61 favorites,"['Vintage', 'Museum Outing', 'fall']",394 votes
1133543-Worth+it-romwe-dress-kitsch-accessories,31856,89 favorites,"['Chic', 'Brunch', 'summer', 'dress']",412 votes
988629-One+Eighty-zara-dress-prada-heels,267,63 favorites,"['Classic', 'Brunch', 'winter']",394 votes
1083263-Its+Spring+win+this+dress-nude-elise-fashion-dress,172,58 favorites,"['50s', 'First Date', 'spring']",248 votes
957011-Downtown+LA-jeffrey-campbell-boots-maxi-dress-gypsy-05-dress-prada-sunglasses,791,37 favorites,"['Chic', 'Anniversary', 'Summer']",181 votes
1128825-marshmallow-chicwish-dress,15454,48 favorites,"['Bohemian', 'Everyday', 'summer']",362 votes
1201567-Two+steps+ahead-chicwish-dress,31856,46 favorites,"['Chic', 'Picnic', 'summer']",304 votes
1026866-Brunch-green-polka-dot-custom-made-dress-black-lennon-ray-ban-sunglasses,29687,52 favorites,"['Romantic', 'Brunch', 'summer']",315 votes
992443-Blue+Black+Camel-blue-vintage-dress,20663,48 favorites,"['Vintage', 'Dinner Date', 'winter']",394 votes
1074337-Lady+Like+Outfits-teal-dressed-in-the-dark-vintage-skirt-light-pink-fiery-finish-vintage-dress,213,21 favorites,"['Classic', 'Brunch', 'fall']",156 votes
1158045-Ombr%C3%A9-black-black-steve-madden-boots-maroon-ombre-dealsale-dress,1736,84 favorites,"['Classic', 'Dinner Party', 'winter']",384 votes
1055782-Strings-black-dress,212,44 favorites,"['Urban', 'Beach', 'Summer']",302 votes
1011484-Vintage+Polka+Dots-black-vintage-dress-navy-primark-blazer-black-primark-bag,39,57 favorites,"['Elegant', 'Shopping Date', 'Summer']",337 votes
963042-FIRST+SNOW-navy-persunmall-dress-coral-persunmall-coat-dark-brown-new-yorker-bag,100,57 favorites,"['Casual', 'Everyday', 'winter']",313 votes
958985-A+jacket+and+a+smile-black-inherited-dress-nude-cloche-charming-charlie-hat,522,57 favorites,"['Vintage', 'Dinner Party', 'fall']",337 votes
1143881-Furry+Coat+Overknees-charcoal-gray-furry-marc-cain-coat-black-buffalo-boots,78,63 favorites,"['Chic', 'Shopping', 'fall']",266 votes
973917-http+levinskaiablogspotru+2014+01+blog+post_10html-zara-dress,48,43 favorites,"['Basic', 'Brunch', 'Summer']",202 votes
1132223-The+Weeknd-style-moi-dress-dresslink-bag,31856,71 favorites,"['Chic', 'Blind Date', 'summer']",420 votes
1041981-NJKACC+EVENT+LOOK-jimmy-choo-shoes-prada-dress-clutch-jimmy-choo-bag,155,64 favorites,"['Elegant', 'Conference', 'Summer']",380 votes
973705-Vintage+Maxidress+at+countryside-floppy-hat-h-m-hat-sister-birkin-dress-leather-topshop-wedges,15,78 favorites,"['70s', 'BBQ Party', 'fall']",335 votes
951942-Theme+park-three-floor-dress-asos-coat,131,57 favorites,"['Chic', 'Photo Shoot', 'fall']",377 votes
1034048-june+18-gucci-bag-anthropologie-dress-gucci-heels,639,66 favorites,"['Chic', 'Everyday', 'summer']",399 votes
1078109-Every+Path+Is+The+Right+Path-black-tommy-hilfiger-boots-white-forever-21-dress-black-only-cardigan,409,46 favorites,"['Chic', 'Music Concert', 'fall']",308 votes
1059811-Thinking+out+loud-navy-zara-dress-light-blue-zara-jacket,28,32 favorites,"['Elegant', 'Everyday', 'summer']",224 votes
945406-Return-mustard-thrifted-cardigan-heather-gray-dress,31,88 favorites,"['Vintage', 'Everyday', 'fall']",369 votes
1228367-Worry-lollys-laundry-dress,31856,0 favorites,"['Chic', 'Internship', 'Summer']",35 votes
